freq earlylow earlyhighmidlow midhighlatelow latehigh design BNSoptimised
3.601794e+02 2.942371e-23 1.811213e-23 1.563393e-23 1.094640e-23 5.576045e-24 4.680368e-24 3.940125e-24
3.610100e+02 2.945804e-23 1.814927e-23 1.566612e-23 1.094860e-23 5.576411e-24 4.680236e-24 3.951609e-24
3.618424e+02 2.949249e-23 1.818652e-23 1.569841e-23 1.095081e-23 5.576785e-24 4.680111e-24 3.963256e-24
3.626769e+02 2.952706e-23 1.822386e-23 1.573078e-23 1.095304e-23 5.577168e-24 4.679994e-24 3.975038e-24
3.635132e+02 2.956175e-23 1.826130e-23 1.576323e-23 1.095528e-23 5.577559e-24 4.679884e-24 3.986973e-24
3.643514e+02 2.959656e-23 1.829883e-23 1.579576e-23 1.095753e-23 5.577957e-24 4.679780e-24 3.999057e-24
3.651916e+02 2.963149e-23 1.833647e-23 1.582838e-23 1.095980e-23 5.578364e-24 4.679685e-24 4.011275e-24
3.660338e+02 2.966654e-23 1.837419e-23 1.586108e-23 1.096208e-23 5.578780e-24 4.679596e-24 4.023657e-24
3.668779e+02 2.970171e-23 1.841202e-23 1.589387e-23 1.096437e-23 5.579203e-24 4.679515e-24 4.036188e-24
3.677239e+02 2.973701e-23 1.844994e-23 1.592674e-23 1.096668e-23 5.579635e-24 4.679440e-24 4.048858e-24
3.685719e+02 2.977242e-23 1.848796e-23 1.595970e-23 1.096900e-23 5.580076e-24 4.679373e-24 4.061688e-24
3.694218e+02 2.980796e-23 1.852608e-23 1.599274e-23 1.097133e-23 5.580524e-24 4.679314e-24 4.074667e-24
3.702737e+02 2.984362e-23 1.856429e-23 1.602587e-23 1.097368e-23 5.580981e-24 4.679262e-24 4.087785e-24
3.711275e+02 2.987940e-23 1.860260e-23 1.605908e-23 1.097604e-23 5.581447e-24 4.679217e-24 4.101063e-24
3.719834e+02 2.991531e-23 1.864102e-23 1.609237e-23 1.097841e-23 5.581921e-24 4.679179e-24 4.114506e-24
3.728412e+02 2.995134e-23 1.867952e-23 1.612576e-23 1.098080e-23 5.582403e-24 4.679149e-24 4.128082e-24
3.737009e+02 2.998749e-23 1.871813e-23 1.615923e-23 1.098320e-23 5.582894e-24 4.679126e-24 4.141809e-24
3.745627e+02 3.002377e-23 1.875684e-23 1.619278e-23 1.098562e-23 5.583393e-24 4.679111e-24 4.155685e-24
3.754264e+02 3.006017e-23 1.879565e-23 1.622642e-23 1.098805e-23 5.583901e-24 4.679103e-24 4.169737e-24
3.762922e+02 3.009670e-23 1.883455e-23 1.626014e-23 1.099049e-23 5.584417e-24 4.679103e-24 4.183923e-24
3.771599e+02 3.013335e-23 1.887356e-23 1.629396e-23 1.099295e-23 5.584942e-24 4.679110e-24 4.198258e-24
3.780296e+02 3.017013e-23 1.891266e-23 1.632786e-23 1.099542e-23 5.585476e-24 4.679124e-24 4.212754e-24
3.789014e+02 3.020703e-23 1.895187e-23 1.636184e-23 1.099791e-23 5.586018e-24 4.679146e-24 4.227416e-24
3.797751e+02 3.024406e-23 1.899117e-23 1.639591e-23 1.100041e-23 5.586570e-24 4.679176e-24 4.242222e-24
3.806509e+02 3.028121e-23 1.903058e-23 1.643007e-23 1.100292e-23 5.587129e-24 4.679213e-24 4.257168e-24
3.815287e+02 3.031849e-23 1.907008e-23 1.646432e-23 1.100545e-23 5.587697e-24 4.679258e-24 4.272284e-24
3.824085e+02 3.035590e-23 1.910969e-23 1.649866e-23 1.100799e-23 5.588275e-24 4.679310e-24 4.287568e-24
3.832903e+02 3.039344e-23 1.914940e-23 1.653308e-23 1.101055e-23 5.588861e-24 4.679370e-24 4.302985e-24
3.841742e+02 3.043110e-23 1.918921e-23 1.656759e-23 1.101312e-23 5.589455e-24 4.679438e-24 4.318563e-24
3.850601e+02 3.046889e-23 1.922911e-23 1.660219e-23 1.101570e-23 5.590059e-24 4.679513e-24 4.334302e-24
3.859480e+02 3.050681e-23 1.926913e-23 1.663687e-23 1.101830e-23 5.590671e-24 4.679596e-24 4.350191e-24
3.868380e+02 3.054485e-23 1.930924e-23 1.667164e-23 1.102092e-23 5.591292e-24 4.679687e-24 4.366241e-24
3.877301e+02 3.058303e-23 1.934945e-23 1.670651e-23 1.102355e-23 5.591923e-24 4.679785e-24 4.382452e-24
3.886242e+02 3.062133e-23 1.938977e-23 1.674146e-23 1.102619e-23 5.592562e-24 4.679891e-24 4.398814e-24
3.895204e+02 3.065976e-23 1.943019e-23 1.677650e-23 1.102885e-23 5.593210e-24 4.680005e-24 4.415337e-24
3.904186e+02 3.069833e-23 1.947071e-23 1.681163e-23 1.103152e-23 5.593867e-24 4.680127e-24 4.432003e-24
3.913189e+02 3.073702e-23 1.951134e-23 1.684685e-23 1.103421e-23 5.594534e-24 4.680257e-24 4.448839e-24
3.922213e+02 3.077584e-23 1.955206e-23 1.688216e-23 1.103691e-23 5.595209e-24 4.680394e-24 4.465836e-24
3.931258e+02 3.081480e-23 1.959290e-23 1.691755e-23 1.103963e-23 5.595893e-24 4.680540e-24 4.482986e-24
3.940323e+02 3.085388e-23 1.963383e-23 1.695304e-23 1.104236e-23 5.596587e-24 4.680694e-24 4.500306e-24
3.949410e+02 3.089310e-23 1.967487e-23 1.698862e-23 1.104511e-23 5.597290e-24 4.680855e-24 4.517759e-24
3.958517e+02 3.093245e-23 1.971601e-23 1.702429e-23 1.104787e-23 5.598002e-24 4.681025e-24 4.535384e-24
3.967645e+02 3.097193e-23 1.975726e-23 1.706005e-23 1.105065e-23 5.598723e-24 4.681202e-24 4.553171e-24
3.976795e+02 3.101154e-23 1.979861e-23 1.709590e-23 1.105344e-23 5.599454e-24 4.681388e-24 4.571129e-24
3.985965e+02 3.105128e-23 1.984006e-23 1.713184e-23 1.105625e-23 5.600194e-24 4.681582e-24 4.589221e-24
3.995157e+02 3.109116e-23 1.988162e-23 1.716787e-23 1.105908e-23 5.600944e-24 4.681784e-24 4.607494e-24
4.004370e+02 3.113117e-23 1.992329e-23 1.720399e-23 1.106192e-23 5.601702e-24 4.681994e-24 4.625920e-24
4.013604e+02 3.117131e-23 1.996506e-23 1.724020e-23 1.106477e-23 5.602471e-24 4.682213e-24 4.644518e-24
4.022859e+02 3.121159e-23 2.000693e-23 1.727651e-23 1.106764e-23 5.603249e-24 4.682440e-24 4.663249e-24
4.032136e+02 3.125200e-23 2.004891e-23 1.731290e-23 1.107053e-23 5.604037e-24 4.682676e-24 4.682152e-24
4.041434e+02 3.129255e-23 2.009100e-23 1.734939e-23 1.107343e-23 5.604835e-24 4.682920e-24 4.701239e-24
4.050754e+02 3.133323e-23 2.013319e-23 1.738597e-23 1.107635e-23 5.605642e-24 4.683172e-24 4.720458e-24
4.060095e+02 3.137405e-23 2.017549e-23 1.742264e-23 1.107928e-23 5.606459e-24 4.683434e-24 4.739850e-24
4.069457e+02 3.141500e-23 2.021790e-23 1.745941e-23 1.108223e-23 5.607286e-24 4.683704e-24 4.759395e-24
4.078842e+02 3.145609e-23 2.026041e-23 1.749627e-23 1.108520e-23 5.608124e-24 4.683983e-24 4.779114e-24
4.088247e+02 3.149731e-23 2.030303e-23 1.753322e-23 1.108818e-23 5.608971e-24 4.684271e-24 4.798975e-24
4.097675e+02 3.153867e-23 2.034576e-23 1.757026e-23 1.109118e-23 5.609829e-24 4.684568e-24 4.819031e-24
4.107124e+02 3.158017e-23 2.038859e-23 1.760740e-23 1.109419e-23 5.610698e-24 4.684875e-24 4.839229e-24
4.116595e+02 3.162180e-23 2.043154e-23 1.764463e-23 1.109723e-23 5.611577e-24 4.685191e-24 4.859580e-24
4.126088e+02 3.166357e-23 2.047459e-23 1.768196e-23 1.110027e-23 5.612467e-24 4.685517e-24 4.880106e-24
4.135603e+02 3.170548e-23 2.051775e-23 1.771938e-23 1.110334e-23 5.613368e-24 4.685853e-24 4.900807e-24
4.145140e+02 3.174753e-23 2.056102e-23 1.775689e-23 1.110642e-23 5.614280e-24 4.686200e-24 4.921660e-24
4.154699e+02 3.178972e-23 2.060439e-23 1.779450e-23 1.110952e-23 5.615205e-24 4.686557e-24 4.942677e-24
4.164279e+02 3.183205e-23 2.064788e-23 1.783221e-23 1.111264e-23 5.616141e-24 4.686926e-24 4.963858e-24
4.173882e+02 3.187451e-23 2.069148e-23 1.787001e-23 1.111577e-23 5.617091e-24 4.687306e-24 4.985215e-24
4.183507e+02 3.191712e-23 2.073518e-23 1.790790e-23 1.111892e-23 5.618053e-24 4.687700e-24 5.006724e-24
4.193154e+02 3.195987e-23 2.077900e-23 1.794590e-23 1.112210e-23 5.619030e-24 4.688106e-24 5.028420e-24
4.202824e+02 3.200276e-23 2.082293e-23 1.798398e-23 1.112529e-23 5.620022e-24 4.688528e-24 5.050269e-24
4.212516e+02 3.204579e-23 2.086697e-23 1.802217e-23 1.112850e-23 5.621031e-24 4.688967e-24 5.072280e-24
4.222230e+02 3.208896e-23 2.091112e-23 1.806045e-23 1.113173e-23 5.622057e-24 4.689423e-24 5.094479e-24
4.231966e+02 3.213227e-23 2.095539e-23 1.809884e-23 1.113499e-23 5.623105e-24 4.689901e-24 5.116841e-24
4.241725e+02 3.217573e-23 2.099976e-23 1.813732e-23 1.113826e-23 5.624175e-24 4.690404e-24 5.139389e-24
4.251506e+02 3.221933e-23 2.104426e-23 1.817590e-23 1.114157e-23 5.625275e-24 4.690937e-24 5.162122e-24
4.261311e+02 3.226308e-23 2.108887e-23 1.821459e-23 1.114490e-23 5.626408e-24 4.691508e-24 5.185051e-24
4.271137e+02 3.230698e-23 2.113360e-23 1.825339e-23 1.114826e-23 5.627584e-24 4.692128e-24 5.208163e-24
4.280986e+02 3.235103e-23 2.117846e-23 1.829229e-23 1.115167e-23 5.628819e-24 4.692813e-24 5.231491e-24
4.290858e+02 3.239523e-23 2.122345e-23 1.833132e-23 1.115513e-23 5.630132e-24 4.693589e-24 5.255066e-24
4.300753e+02 3.243960e-23 2.126857e-23 1.837047e-23 1.115866e-23 5.631561e-24 4.694502e-24 5.278918e-24
4.310671e+02 3.248414e-23 2.131385e-23 1.840978e-23 1.116230e-23 5.633170e-24 4.695626e-24 5.303092e-24
4.320611e+02 3.252887e-23 2.135933e-23 1.844926e-23 1.116609e-23 5.635080e-24 4.697107e-24 5.327743e-24
4.330575e+02 3.257384e-23 2.140505e-23 1.848901e-23 1.117018e-23 5.637543e-24 4.699250e-24 5.353132e-24
4.340561e+02 3.261915e-23 2.145119e-23 1.852921e-23 1.117486e-23 5.641165e-24 4.702779e-24 5.379862e-24
4.350570e+02 3.266511e-23 2.149821e-23 1.857039e-23 1.118104e-23 5.647706e-24 4.709805e-24 5.409781e-24
4.360603e+02 3.271295e-23 2.154797e-23 1.861471e-23 1.119230e-23 5.664295e-24 4.728867e-24 5.450270e-24
4.370658e+02 3.277276e-23 2.161576e-23 1.867987e-23 1.123812e-23 5.748668e-24 4.828803e-24 5.560800e-24
4.380737e+02 1.106054e-22 1.078227e-22 1.072704e-22 1.062209e-22 1.057808e-22 1.057348e-22 1.057563e-22
4.390839e+02 3.286255e-23 2.170575e-23 1.875731e-23 1.124147e-23 5.743875e-24 4.821472e-24 5.700021e-24
4.400964e+02 3.289474e-23 2.173137e-23 1.877356e-23 1.120530e-23 5.666969e-24 4.728758e-24 5.547214e-24
4.411113e+02 3.293812e-23 2.177382e-23 1.880926e-23 1.120143e-23 5.653494e-24 4.711760e-24 5.557466e-24
4.421285e+02 3.298329e-23 2.181888e-23 1.884794e-23 1.120240e-23 5.649549e-24 4.706180e-24 5.577640e-24
4.431481e+02 3.302908e-23 2.186477e-23 1.888755e-23 1.120477e-23 5.648373e-24 4.703919e-24 5.600831e-24
4.441700e+02 3.307520e-23 2.191106e-23 1.892759e-23 1.120772e-23 5.648292e-24 4.702968e-24 5.625289e-24
4.451942e+02 3.312157e-23 2.195759e-23 1.896788e-23 1.121093e-23 5.648733e-24 4.702640e-24 5.650445e-24
4.462208e+02 3.316812e-23 2.200431e-23 1.900835e-23 1.121431e-23 5.649457e-24 4.702647e-24 5.676026e-24
4.472498e+02 3.321486e-23 2.205119e-23 1.904897e-23 1.121778e-23 5.650348e-24 4.702851e-24 5.701936e-24
4.482812e+02 3.326176e-23 2.209821e-23 1.908972e-23 1.122132e-23 5.651347e-24 4.703182e-24 5.728125e-24
4.493149e+02 3.330882e-23 2.214537e-23 1.913059e-23 1.122490e-23 5.652420e-24 4.703598e-24 5.754538e-24
4.503510e+02 3.335603e-23 2.219265e-23 1.917158e-23 1.122853e-23 5.653547e-24 4.704075e-24 5.781161e-24
4.513896e+02 3.340341e-23 2.224006e-23 1.921267e-23 1.123219e-23 5.654715e-24 4.704596e-24 5.807969e-24
4.524305e+02 3.345094e-23 2.228758e-23 1.925387e-23 1.123588e-23 5.655915e-24 4.705153e-24 5.835002e-24
4.534738e+02 3.349862e-23 2.233524e-23 1.929518e-23 1.123960e-23 5.657142e-24 4.705739e-24 5.862174e-24
4.545195e+02 3.354646e-23 2.238301e-23 1.933660e-23 1.124335e-23 5.658392e-24 4.706348e-24 5.889563e-24
4.555676e+02 3.359445e-23 2.243090e-23 1.937812e-23 1.124711e-23 5.659662e-24 4.706978e-24 5.917080e-24
4.566182e+02 3.364259e-23 2.247891e-23 1.941975e-23 1.125090e-23 5.660951e-24 4.707626e-24 5.944814e-24
4.576711e+02 3.369089e-23 2.252704e-23 1.946148e-23 1.125471e-23 5.662256e-24 4.708290e-24 5.972713e-24
4.587265e+02 3.373934e-23 2.257530e-23 1.950331e-23 1.125854e-23 5.663576e-24 4.708968e-24 6.000757e-24
4.597844e+02 3.378795e-23 2.262367e-23 1.954525e-23 1.126240e-23 5.664912e-24 4.709660e-24 6.029019e-24
4.608446e+02 3.383671e-23 2.267216e-23 1.958729e-23 1.126627e-23 5.666261e-24 4.710366e-24 6.057410e-24
4.619073e+02 3.388563e-23 2.272077e-23 1.962944e-23 1.127016e-23 5.667624e-24 4.711083e-24 6.086009e-24
4.629725e+02 3.393470e-23 2.276951e-23 1.967169e-23 1.127408e-23 5.669000e-24 4.711813e-24 6.114763e-24
4.640401e+02 3.398392e-23 2.281836e-23 1.971405e-23 1.127801e-23 5.670389e-24 4.712554e-24 6.143663e-24
4.651102e+02 3.403330e-23 2.286733e-23 1.975651e-23 1.128197e-23 5.671790e-24 4.713306e-24 6.172755e-24
4.661827e+02 3.408284e-23 2.291643e-23 1.979908e-23 1.128594e-23 5.673204e-24 4.714069e-24 6.202003e-24
4.672578e+02 3.413253e-23 2.296564e-23 1.984175e-23 1.128994e-23 5.674630e-24 4.714843e-24 6.231433e-24
4.683353e+02 3.418238e-23 2.301498e-23 1.988453e-23 1.129395e-23 5.676069e-24 4.715628e-24 6.261037e-24
4.694152e+02 3.423239e-23 2.306444e-23 1.992741e-23 1.129798e-23 5.677519e-24 4.716423e-24 6.290807e-24
4.704977e+02 3.428256e-23 2.311402e-23 1.997039e-23 1.130204e-23 5.678982e-24 4.717228e-24 6.320722e-24
4.715827e+02 3.433288e-23 2.316372e-23 2.001349e-23 1.130611e-23 5.680456e-24 4.718044e-24 6.350831e-24
4.726702e+02 3.438336e-23 2.321355e-23 2.005669e-23 1.131021e-23 5.681942e-24 4.718870e-24 6.381114e-24
4.737601e+02 3.443399e-23 2.326349e-23 2.009999e-23 1.131432e-23 5.683440e-24 4.719706e-24 6.411554e-24
4.748526e+02 3.448479e-23 2.331356e-23 2.014340e-23 1.131846e-23 5.684950e-24 4.720552e-24 6.442160e-24
4.759477e+02 3.453575e-23 2.336376e-23 2.018692e-23 1.132261e-23 5.686472e-24 4.721408e-24 6.472940e-24
4.770452e+02 3.458686e-23 2.341407e-23 2.023055e-23 1.132679e-23 5.688006e-24 4.722275e-24 6.503905e-24
4.781453e+02 3.463814e-23 2.346451e-23 2.027428e-23 1.133098e-23 5.689551e-24 4.723151e-24 6.535027e-24
4.792479e+02 3.468957e-23 2.351508e-23 2.031812e-23 1.133520e-23 5.691108e-24 4.724037e-24 6.566316e-24
4.803530e+02 3.474117e-23 2.356576e-23 2.036207e-23 1.133943e-23 5.692677e-24 4.724934e-24 6.597780e-24
4.814607e+02 3.479292e-23 2.361657e-23 2.040613e-23 1.134369e-23 5.694258e-24 4.725840e-24 6.629402e-24
4.825710e+02 3.484484e-23 2.366751e-23 2.045029e-23 1.134797e-23 5.695851e-24 4.726757e-24 6.661219e-24
4.836838e+02 3.489692e-23 2.371857e-23 2.049456e-23 1.135227e-23 5.697456e-24 4.727683e-24 6.693184e-24
4.847991e+02 3.494916e-23 2.376976e-23 2.053894e-23 1.135659e-23 5.699072e-24 4.728620e-24 6.725344e-24
4.859171e+02 3.500157e-23 2.382107e-23 2.058343e-23 1.136093e-23 5.700700e-24 4.729567e-24 6.757653e-24
4.870376e+02 3.505413e-23 2.387251e-23 2.062803e-23 1.136529e-23 5.702341e-24 4.730524e-24 6.790129e-24
4.881608e+02 3.510686e-23 2.392407e-23 2.067273e-23 1.136967e-23 5.703993e-24 4.731491e-24 6.822793e-24
4.892865e+02 3.515975e-23 2.397576e-23 2.071755e-23 1.137407e-23 5.705658e-24 4.732468e-24 6.855643e-24
4.904148e+02 3.521281e-23 2.402757e-23 2.076248e-23 1.137849e-23 5.707334e-24 4.733455e-24 6.888623e-24
4.915457e+02 3.526603e-23 2.407952e-23 2.080751e-23 1.138294e-23 5.709022e-24 4.734452e-24 6.921790e-24
4.926792e+02 3.531941e-23 2.413158e-23 2.085265e-23 1.138740e-23 5.710723e-24 4.735459e-24 6.955145e-24
4.938153e+02 3.537296e-23 2.418378e-23 2.089791e-23 1.139189e-23 5.712435e-24 4.736477e-24 6.988668e-24
4.949540e+02 3.542668e-23 2.423610e-23 2.094328e-23 1.139640e-23 5.714160e-24 4.737505e-24 7.022341e-24
4.960954e+02 3.548056e-23 2.428856e-23 2.098875e-23 1.140093e-23 5.715897e-24 4.738543e-24 7.056212e-24
4.972394e+02 3.553461e-23 2.434113e-23 2.103434e-23 1.140548e-23 5.717646e-24 4.739591e-24 7.090252e-24
4.983860e+02 3.558882e-23 2.439384e-23 2.108004e-23 1.141005e-23 5.719407e-24 4.740650e-24 7.124441e-24
4.995353e+02 3.564320e-23 2.444668e-23 2.112585e-23 1.141464e-23 5.721181e-24 4.741719e-24 7.158829e-24
5.006872e+02 3.569775e-23 2.449964e-23 2.117177e-23 1.141926e-23 5.722966e-24 4.742798e-24 7.193377e-24
5.018418e+02 3.575246e-23 2.455274e-23 2.121781e-23 1.142390e-23 5.724764e-24 4.743887e-24 7.228085e-24
5.029991e+02 3.580734e-23 2.460596e-23 2.126395e-23 1.142856e-23 5.726575e-24 4.744987e-24 7.262982e-24
5.041590e+02 3.586239e-23 2.465932e-23 2.131021e-23 1.143324e-23 5.728398e-24 4.746098e-24 7.298050e-24
5.053216e+02 3.591761e-23 2.471280e-23 2.135658e-23 1.143794e-23 5.730233e-24 4.747218e-24 7.333288e-24
5.064869e+02 3.597300e-23 2.476641e-23 2.140307e-23 1.144267e-23 5.732081e-24 4.748349e-24 7.368706e-24
5.076548e+02 3.602856e-23 2.482016e-23 2.144967e-23 1.144742e-23 5.733941e-24 4.749491e-24 7.404295e-24
5.088255e+02 3.608429e-23 2.487403e-23 2.149638e-23 1.145218e-23 5.735814e-24 4.750643e-24 7.440075e-24
5.099988e+02 3.614018e-23 2.492804e-23 2.154320e-23 1.145698e-23 5.737700e-24 4.751806e-24 7.475995e-24
5.111749e+02 3.619625e-23 2.498217e-23 2.159014e-23 1.146179e-23 5.739597e-24 4.752979e-24 7.512107e-24
5.123537e+02 3.625249e-23 2.503644e-23 2.163719e-23 1.146663e-23 5.741508e-24 4.754163e-24 7.548390e-24
5.135352e+02 3.630890e-23 2.509084e-23 2.168436e-23 1.147149e-23 5.743432e-24 4.755357e-24 7.584865e-24
5.147194e+02 3.636549e-23 2.514538e-23 2.173164e-23 1.147637e-23 5.745368e-24 4.756562e-24 7.621512e-24
5.159063e+02 3.642224e-23 2.520004e-23 2.177904e-23 1.148128e-23 5.747316e-24 4.757778e-24 7.658320e-24
5.170960e+02 3.647917e-23 2.525484e-23 2.182655e-23 1.148620e-23 5.749278e-24 4.759005e-24 7.695290e-24
5.182884e+02 3.653627e-23 2.530977e-23 2.187417e-23 1.149115e-23 5.751252e-24 4.760242e-24 7.732474e-24
5.194836e+02 3.659354e-23 2.536484e-23 2.192192e-23 1.149613e-23 5.753240e-24 4.761490e-24 7.769778e-24
5.206816e+02 3.665099e-23 2.542004e-23 2.196977e-23 1.150112e-23 5.755240e-24 4.762748e-24 7.807296e-24
5.218822e+02 3.670861e-23 2.547537e-23 2.201775e-23 1.150614e-23 5.757253e-24 4.764018e-24 7.844998e-24
5.230857e+02 3.676641e-23 2.553084e-23 2.206584e-23 1.151118e-23 5.759279e-24 4.765299e-24 7.882851e-24
5.242920e+02 3.682438e-23 2.558644e-23 2.211405e-23 1.151625e-23 5.761319e-24 4.766590e-24 7.920898e-24
5.255010e+02 3.688252e-23 2.564217e-23 2.216237e-23 1.152134e-23 5.763371e-24 4.767892e-24 7.959119e-24
5.267128e+02 3.694085e-23 2.569805e-23 2.221081e-23 1.152645e-23 5.765436e-24 4.769205e-24 7.997503e-24
5.279274e+02 3.699934e-23 2.575405e-23 2.225937e-23 1.153159e-23 5.767515e-24 4.770529e-24 8.036092e-24
5.291448e+02 3.705802e-23 2.581019e-23 2.230804e-23 1.153675e-23 5.769607e-24 4.771864e-24 8.074823e-24
5.303650e+02 3.711687e-23 2.586647e-23 2.235684e-23 1.154193e-23 5.771711e-24 4.773211e-24 8.113760e-24
5.315880e+02 3.717590e-23 2.592289e-23 2.240575e-23 1.154714e-23 5.773830e-24 4.774568e-24 8.152861e-24
5.328139e+02 3.723510e-23 2.597944e-23 2.245478e-23 1.155237e-23 5.775961e-24 4.775936e-24 8.192136e-24
5.340426e+02 3.729449e-23 2.603613e-23 2.250393e-23 1.155762e-23 5.778106e-24 4.777316e-24 8.231586e-24
5.352740e+02 3.735405e-23 2.609296e-23 2.255320e-23 1.156290e-23 5.780264e-24 4.778706e-24 8.271242e-24
5.365084e+02 3.741379e-23 2.614992e-23 2.260258e-23 1.156821e-23 5.782436e-24 4.780108e-24 8.311073e-24
5.377456e+02 3.747371e-23 2.620702e-23 2.265209e-23 1.157353e-23 5.784621e-24 4.781521e-24 8.351037e-24
5.389856e+02 3.753381e-23 2.626426e-23 2.270172e-23 1.157888e-23 5.786820e-24 4.782945e-24 8.391208e-24
5.402285e+02 3.759409e-23 2.632163e-23 2.275146e-23 1.158426e-23 5.789032e-24 4.784381e-24 8.431565e-24
5.414743e+02 3.765455e-23 2.637915e-23 2.280133e-23 1.158966e-23 5.791258e-24 4.785828e-24 8.472120e-24
5.427230e+02 3.771519e-23 2.643681e-23 2.285132e-23 1.159509e-23 5.793497e-24 4.787286e-24 8.512819e-24
5.439745e+02 3.777601e-23 2.649460e-23 2.290142e-23 1.160053e-23 5.795750e-24 4.788756e-24 8.553726e-24
5.452289e+02 3.783701e-23 2.655253e-23 2.295165e-23 1.160601e-23 5.798017e-24 4.790237e-24 8.594776e-24
5.464862e+02 3.789820e-23 2.661061e-23 2.300200e-23 1.161151e-23 5.800298e-24 4.791729e-24 8.636036e-24
5.477464e+02 3.795957e-23 2.666882e-23 2.305247e-23 1.161703e-23 5.802592e-24 4.793233e-24 8.677473e-24
5.490095e+02 3.802112e-23 2.672718e-23 2.310306e-23 1.162258e-23 5.804901e-24 4.794749e-24 8.719054e-24
5.502755e+02 3.808285e-23 2.678567e-23 2.315378e-23 1.162815e-23 5.807223e-24 4.796276e-24 8.760854e-24
5.515445e+02 3.814477e-23 2.684431e-23 2.320462e-23 1.163375e-23 5.809559e-24 4.797815e-24 8.802855e-24
5.528163e+02 3.820687e-23 2.690309e-23 2.325558e-23 1.163937e-23 5.811909e-24 4.799365e-24 8.845001e-24
5.540911e+02 3.826916e-23 2.696201e-23 2.330666e-23 1.164502e-23 5.814273e-24 4.800927e-24 8.887334e-24
5.553689e+02 3.833163e-23 2.702107e-23 2.335786e-23 1.165070e-23 5.816651e-24 4.802500e-24 8.929845e-24
5.566495e+02 3.839429e-23 2.708027e-23 2.340919e-23 1.165640e-23 5.819043e-24 4.804086e-24 8.972535e-24
5.579332e+02 3.845713e-23 2.713962e-23 2.346065e-23 1.166212e-23 5.821449e-24 4.805683e-24 9.015436e-24
5.592198e+02 3.852016e-23 2.719911e-23 2.351222e-23 1.166787e-23 5.823870e-24 4.807292e-24 9.058493e-24
5.605094e+02 3.858337e-23 2.725875e-23 2.356392e-23 1.167365e-23 5.826305e-24 4.808912e-24 9.101752e-24
5.618019e+02 3.864678e-23 2.731852e-23 2.361575e-23 1.167945e-23 5.828754e-24 4.810545e-24 9.145166e-24
5.630974e+02 3.871037e-23 2.737845e-23 2.366770e-23 1.168528e-23 5.831217e-24 4.812189e-24 9.188804e-24
5.643959e+02 3.877414e-23 2.743851e-23 2.371977e-23 1.169114e-23 5.833695e-24 4.813845e-24 9.232577e-24
5.656974e+02 3.883811e-23 2.749872e-23 2.377197e-23 1.169702e-23 5.836187e-24 4.815514e-24 9.276574e-24
5.670019e+02 3.890226e-23 2.755907e-23 2.382430e-23 1.170292e-23 5.838693e-24 4.817194e-24 9.320727e-24
5.683094e+02 3.896661e-23 2.761957e-23 2.387675e-23 1.170886e-23 5.841214e-24 4.818886e-24 9.365085e-24
5.696200e+02 3.903114e-23 2.768022e-23 2.392933e-23 1.171481e-23 5.843750e-24 4.820591e-24 9.409608e-24
5.709335e+02 3.909586e-23 2.774101e-23 2.398203e-23 1.172080e-23 5.846300e-24 4.822307e-24 9.454337e-24
5.722501e+02 3.916077e-23 2.780195e-23 2.403486e-23 1.172681e-23 5.848865e-24 4.824035e-24 9.499233e-24
5.735697e+02 3.922588e-23 2.786303e-23 2.408782e-23 1.173285e-23 5.851444e-24 4.825776e-24 9.544299e-24
5.748923e+02 3.929117e-23 2.792427e-23 2.414090e-23 1.173892e-23 5.854038e-24 4.827529e-24 9.589602e-24
5.762181e+02 3.935665e-23 2.798564e-23 2.419412e-23 1.174501e-23 5.856647e-24 4.829294e-24 9.635042e-24
5.775468e+02 3.942233e-23 2.804717e-23 2.424746e-23 1.175113e-23 5.859271e-24 4.831072e-24 9.680684e-24
5.788786e+02 3.948820e-23 2.810884e-23 2.430092e-23 1.175728e-23 5.861910e-24 4.832861e-24 9.726508e-24
5.802135e+02 3.955426e-23 2.817066e-23 2.435452e-23 1.176345e-23 5.864563e-24 4.834663e-24 9.772514e-24
5.815515e+02 3.962052e-23 2.823263e-23 2.440825e-23 1.176965e-23 5.867231e-24 4.836478e-24 9.818723e-24
5.828926e+02 3.968697e-23 2.829475e-23 2.446210e-23 1.177588e-23 5.869915e-24 4.838305e-24 9.865116e-24
5.842367e+02 3.975361e-23 2.835702e-23 2.451608e-23 1.178213e-23 5.872613e-24 4.840144e-24 9.911691e-24
5.855840e+02 3.982045e-23 2.841944e-23 2.457019e-23 1.178842e-23 5.875327e-24 4.841996e-24 9.958470e-24
5.869343e+02 3.988748e-23 2.848201e-23 2.462444e-23 1.179473e-23 5.878055e-24 4.843860e-24 1.000541e-23
5.882878e+02 3.995471e-23 2.854472e-23 2.467881e-23 1.180106e-23 5.880799e-24 4.845737e-24 1.005259e-23
5.896444e+02 4.002214e-23 2.860759e-23 2.473331e-23 1.180743e-23 5.883558e-24 4.847627e-24 1.009992e-23
5.910041e+02 4.008976e-23 2.867061e-23 2.478794e-23 1.181382e-23 5.886332e-24 4.849529e-24 1.014741e-23
5.923670e+02 4.015757e-23 2.873378e-23 2.484271e-23 1.182024e-23 5.889121e-24 4.851444e-24 1.019510e-23
5.937330e+02 4.022559e-23 2.879710e-23 2.489760e-23 1.182669e-23 5.891926e-24 4.853371e-24 1.024300e-23
