freq earlylow earlyhighmidlow midhighlatelow latehigh design BNSoptimised
5.460668e+01 6.892854e-23 1.444149e-23 9.510671e-24 1.309444e-23 7.755833e-24 7.296168e-24 6.321453e-24
5.473260e+01 6.843223e-23 1.438316e-23 9.482860e-24 1.307374e-23 7.745654e-24 7.285403e-24 6.306950e-24
5.485881e+01 6.794076e-23 1.432533e-23 9.455337e-24 1.305326e-23 7.735555e-24 7.274707e-24 6.292578e-24
5.498532e+01 6.745409e-23 1.426799e-23 9.428100e-24 1.303300e-23 7.725535e-24 7.264078e-24 6.278338e-24
5.511212e+01 6.697217e-23 1.421114e-23 9.401144e-24 1.301296e-23 7.715593e-24 7.253515e-24 6.264228e-24
5.523920e+01 6.649497e-23 1.415476e-23 9.374469e-24 1.299313e-23 7.705727e-24 7.243019e-24 6.250249e-24
5.536659e+01 6.602243e-23 1.409887e-23 9.348070e-24 1.297352e-23 7.695936e-24 7.232587e-24 6.236401e-24
5.549426e+01 6.555452e-23 1.404345e-23 9.321946e-24 1.295411e-23 7.686221e-24 7.222220e-24 6.222674e-24
5.562223e+01 6.509119e-23 1.398850e-23 9.296092e-24 1.293491e-23 7.676579e-24 7.211917e-24 6.209067e-24
5.575050e+01 6.463241e-23 1.393402e-23 9.270508e-24 1.291591e-23 7.667010e-24 7.201677e-24 6.195590e-24
5.587906e+01 6.417814e-23 1.388000e-23 9.245189e-24 1.289711e-23 7.657513e-24 7.191500e-24 6.182234e-24
5.600792e+01 6.372833e-23 1.382644e-23 9.220133e-24 1.287852e-23 7.648087e-24 7.181384e-24 6.168998e-24
5.613707e+01 6.328294e-23 1.377334e-23 9.195339e-24 1.286011e-23 7.638732e-24 7.171330e-24 6.155893e-24
5.626652e+01 6.284193e-23 1.372069e-23 9.170802e-24 1.284191e-23 7.629445e-24 7.161337e-24 6.142888e-24
5.639628e+01 6.240527e-23 1.366848e-23 9.146521e-24 1.282389e-23 7.620227e-24 7.151404e-24 6.130022e-24
5.652632e+01 6.197291e-23 1.361672e-23 9.122493e-24 1.280606e-23 7.611077e-24 7.141530e-24 6.117258e-24
5.665667e+01 6.154482e-23 1.356540e-23 9.098715e-24 1.278842e-23 7.601994e-24 7.131715e-24 6.104622e-24
5.678733e+01 6.112096e-23 1.351452e-23 9.075185e-24 1.277096e-23 7.592976e-24 7.121959e-24 6.092088e-24
5.691828e+01 6.070129e-23 1.346407e-23 9.051901e-24 1.275368e-23 7.584024e-24 7.112260e-24 6.079682e-24
5.704953e+01 6.028577e-23 1.341405e-23 9.028860e-24 1.273659e-23 7.575136e-24 7.102618e-24 6.067377e-24
5.718109e+01 5.987437e-23 1.336445e-23 9.006060e-24 1.271967e-23 7.566311e-24 7.093033e-24 6.055201e-24
5.731295e+01 5.946704e-23 1.331528e-23 8.983498e-24 1.270292e-23 7.557550e-24 7.083504e-24 6.043116e-24
5.744511e+01 5.906376e-23 1.326653e-23 8.961172e-24 1.268636e-23 7.548850e-24 7.074031e-24 6.031159e-24
5.757758e+01 5.866448e-23 1.321819e-23 8.939079e-24 1.266996e-23 7.540212e-24 7.064612e-24 6.019302e-24
5.771036e+01 5.826917e-23 1.317026e-23 8.917218e-24 1.265373e-23 7.531634e-24 7.055248e-24 6.007554e-24
5.784344e+01 5.787779e-23 1.312275e-23 8.895586e-24 1.263766e-23 7.523116e-24 7.045938e-24 5.995917e-24
5.797682e+01 5.749031e-23 1.307564e-23 8.874181e-24 1.262176e-23 7.514656e-24 7.036681e-24 5.984378e-24
5.811052e+01 5.710670e-23 1.302893e-23 8.853000e-24 1.260603e-23 7.506256e-24 7.027477e-24 5.972948e-24
5.824452e+01 5.672691e-23 1.298262e-23 8.832041e-24 1.259045e-23 7.497913e-24 7.018325e-24 5.961628e-24
5.837883e+01 5.635091e-23 1.293671e-23 8.811303e-24 1.257504e-23 7.489626e-24 7.009225e-24 5.950407e-24
5.851346e+01 5.597868e-23 1.289119e-23 8.790782e-24 1.255978e-23 7.481397e-24 7.000176e-24 5.939294e-24
5.864839e+01 5.561017e-23 1.284606e-23 8.770477e-24 1.254467e-23 7.473222e-24 6.991178e-24 5.928281e-24
5.878363e+01 5.524535e-23 1.280131e-23 8.750386e-24 1.252972e-23 7.465103e-24 6.982230e-24 5.917357e-24
5.891919e+01 5.488419e-23 1.275695e-23 8.730506e-24 1.251492e-23 7.457038e-24 6.973333e-24 5.906551e-24
5.905506e+01 5.452666e-23 1.271297e-23 8.710836e-24 1.250027e-23 7.449026e-24 6.964484e-24 5.895833e-24
5.919124e+01 5.417271e-23 1.266937e-23 8.691373e-24 1.248577e-23 7.441068e-24 6.955685e-24 5.885207e-24
5.932773e+01 5.382233e-23 1.262614e-23 8.672116e-24 1.247141e-23 7.433161e-24 6.946934e-24 5.874687e-24
5.946454e+01 5.347548e-23 1.258328e-23 8.653062e-24 1.245720e-23 7.425307e-24 6.938230e-24 5.864257e-24
5.960167e+01 5.313212e-23 1.254079e-23 8.634209e-24 1.244313e-23 7.417504e-24 6.929575e-24 5.853932e-24
5.973911e+01 5.279222e-23 1.249867e-23 8.615556e-24 1.242920e-23 7.409751e-24 6.920966e-24 5.843699e-24
5.987687e+01 5.245576e-23 1.245690e-23 8.597100e-24 1.241540e-23 7.402048e-24 6.912404e-24 5.833552e-24
6.001495e+01 5.212270e-23 1.241550e-23 8.578840e-24 1.240175e-23 7.394394e-24 6.903888e-24 5.823497e-24
6.015334e+01 5.179301e-23 1.237445e-23 8.560773e-24 1.238823e-23 7.386789e-24 6.895418e-24 5.813537e-24
6.029205e+01 5.146666e-23 1.233376e-23 8.542898e-24 1.237484e-23 7.379233e-24 6.886993e-24 5.803683e-24
6.043109e+01 5.114363e-23 1.229342e-23 8.525213e-24 1.236159e-23 7.371724e-24 6.878613e-24 5.793901e-24
6.057044e+01 5.082386e-23 1.225342e-23 8.507716e-24 1.234847e-23 7.364262e-24 6.870278e-24 5.784207e-24
6.071012e+01 5.050736e-23 1.221377e-23 8.490405e-24 1.233547e-23 7.356847e-24 6.861986e-24 5.774609e-24
6.085012e+01 5.019407e-23 1.217447e-23 8.473278e-24 1.232261e-23 7.349477e-24 6.853739e-24 5.765089e-24
6.099044e+01 4.988397e-23 1.213550e-23 8.456334e-24 1.230986e-23 7.342153e-24 6.845534e-24 5.755667e-24
6.113108e+01 4.957703e-23 1.209688e-23 8.439570e-24 1.229725e-23 7.334874e-24 6.837372e-24 5.746331e-24
6.127205e+01 4.927323e-23 1.205858e-23 8.422986e-24 1.228475e-23 7.327640e-24 6.829253e-24 5.737073e-24
6.141334e+01 4.897253e-23 1.202062e-23 8.406579e-24 1.227238e-23 7.320449e-24 6.821176e-24 5.727897e-24
6.155497e+01 4.867491e-23 1.198299e-23 8.390348e-24 1.226013e-23 7.313302e-24 6.813140e-24 5.718812e-24
6.169691e+01 4.838033e-23 1.194568e-23 8.374291e-24 1.224799e-23 7.306198e-24 6.805146e-24 5.709799e-24
6.183919e+01 4.808878e-23 1.190870e-23 8.358405e-24 1.223597e-23 7.299136e-24 6.797193e-24 5.700871e-24
6.198179e+01 4.780021e-23 1.187204e-23 8.342691e-24 1.222407e-23 7.292116e-24 6.789280e-24 5.692031e-24
6.212472e+01 4.751462e-23 1.183570e-23 8.327145e-24 1.221228e-23 7.285138e-24 6.781407e-24 5.683269e-24
6.226798e+01 4.723196e-23 1.179968e-23 8.311767e-24 1.220061e-23 7.278201e-24 6.773575e-24 5.674581e-24
6.241157e+01 4.695221e-23 1.176397e-23 8.296554e-24 1.218905e-23 7.271304e-24 6.765781e-24 5.665972e-24
6.255549e+01 4.667534e-23 1.172858e-23 8.281506e-24 1.217759e-23 7.264448e-24 6.758027e-24 5.657441e-24
6.269974e+01 4.640134e-23 1.169349e-23 8.266620e-24 1.216625e-23 7.257631e-24 6.750312e-24 5.648988e-24
6.284433e+01 4.613016e-23 1.165871e-23 8.251895e-24 1.215501e-23 7.250853e-24 6.742635e-24 5.640618e-24
6.298925e+01 4.586179e-23 1.162423e-23 8.237330e-24 1.214388e-23 7.244114e-24 6.734996e-24 5.632317e-24
6.313450e+01 4.559620e-23 1.159006e-23 8.222923e-24 1.213285e-23 7.237414e-24 6.727395e-24 5.624090e-24
6.328009e+01 4.533336e-23 1.155619e-23 8.208672e-24 1.212193e-23 7.230751e-24 6.719831e-24 5.615941e-24
6.342601e+01 4.507325e-23 1.152262e-23 8.194576e-24 1.211111e-23 7.224126e-24 6.712304e-24 5.607859e-24
6.357227e+01 4.481585e-23 1.148934e-23 8.180634e-24 1.210039e-23 7.217539e-24 6.704814e-24 5.599851e-24
6.371887e+01 4.456112e-23 1.145636e-23 8.166844e-24 1.208977e-23 7.210987e-24 6.697360e-24 5.591921e-24
6.386581e+01 4.430905e-23 1.142366e-23 8.153204e-24 1.207925e-23 7.204473e-24 6.689943e-24 5.584059e-24
6.401309e+01 4.405960e-23 1.139126e-23 8.139714e-24 1.206883e-23 7.197994e-24 6.682561e-24 5.576261e-24
6.416070e+01 4.381276e-23 1.135914e-23 8.126372e-24 1.205851e-23 7.191550e-24 6.675215e-24 5.568540e-24
6.430866e+01 4.356849e-23 1.132731e-23 8.113176e-24 1.204828e-23 7.185142e-24 6.667904e-24 5.560882e-24
6.445695e+01 4.332679e-23 1.129575e-23 8.100125e-24 1.203814e-23 7.178769e-24 6.660628e-24 5.553303e-24
6.460559e+01 4.308761e-23 1.126448e-23 8.087218e-24 1.202810e-23 7.172430e-24 6.653386e-24 5.545781e-24
6.475457e+01 4.285095e-23 1.123349e-23 8.074454e-24 1.201815e-23 7.166125e-24 6.646179e-24 5.538332e-24
6.490389e+01 4.261677e-23 1.120277e-23 8.061830e-24 1.200829e-23 7.159854e-24 6.639005e-24 5.530940e-24
6.505356e+01 4.238505e-23 1.117233e-23 8.049346e-24 1.199852e-23 7.153616e-24 6.631865e-24 5.523622e-24
6.520358e+01 4.215577e-23 1.114216e-23 8.037001e-24 1.198884e-23 7.147411e-24 6.624759e-24 5.516361e-24
6.535394e+01 4.192890e-23 1.111226e-23 8.024793e-24 1.197925e-23 7.141238e-24 6.617686e-24 5.509168e-24
6.550464e+01 4.170443e-23 1.108263e-23 8.012721e-24 1.196974e-23 7.135098e-24 6.610646e-24 5.502038e-24
6.565570e+01 4.148233e-23 1.105326e-23 8.000784e-24 1.196032e-23 7.128990e-24 6.603638e-24 5.494980e-24
6.580710e+01 4.126258e-23 1.102416e-23 7.988980e-24 1.195099e-23 7.122914e-24 6.596662e-24 5.487970e-24
6.595885e+01 4.104516e-23 1.099532e-23 7.977309e-24 1.194173e-23 7.116869e-24 6.589719e-24 5.481032e-24
6.611095e+01 4.083004e-23 1.096674e-23 7.965768e-24 1.193256e-23 7.110855e-24 6.582807e-24 5.474152e-24
6.626341e+01 4.061720e-23 1.093841e-23 7.954358e-24 1.192348e-23 7.104871e-24 6.575926e-24 5.467330e-24
6.641621e+01 4.040662e-23 1.091035e-23 7.943076e-24 1.191447e-23 7.098918e-24 6.569077e-24 5.460570e-24
6.656937e+01 4.019828e-23 1.088253e-23 7.931922e-24 1.190555e-23 7.092995e-24 6.562259e-24 5.453871e-24
6.672288e+01 3.999216e-23 1.085498e-23 7.920894e-24 1.189670e-23 7.087101e-24 6.555472e-24 5.447221e-24
6.687674e+01 3.978824e-23 1.082766e-23 7.909991e-24 1.188793e-23 7.081237e-24 6.548714e-24 5.440638e-24
6.703096e+01 3.958650e-23 1.080060e-23 7.899213e-24 1.187924e-23 7.075402e-24 6.541988e-24 5.434112e-24
6.718553e+01 3.938691e-23 1.077379e-23 7.888557e-24 1.187063e-23 7.069596e-24 6.535291e-24 5.427629e-24
6.734046e+01 3.918945e-23 1.074722e-23 7.878024e-24 1.186209e-23 7.063818e-24 6.528624e-24 5.421222e-24
6.749575e+01 3.899411e-23 1.072090e-23 7.867611e-24 1.185362e-23 7.058069e-24 6.521986e-24 5.414862e-24
6.765139e+01 3.880087e-23 1.069481e-23 7.857318e-24 1.184523e-23 7.052348e-24 6.515377e-24 5.408550e-24
6.780740e+01 3.860970e-23 1.066897e-23 7.847144e-24 1.183692e-23 7.046654e-24 6.508798e-24 5.402300e-24
6.796376e+01 3.842059e-23 1.064336e-23 7.837087e-24 1.182867e-23 7.040988e-24 6.502247e-24 5.396101e-24
6.812049e+01 3.823351e-23 1.061799e-23 7.827147e-24 1.182050e-23 7.035349e-24 6.495725e-24 5.389950e-24
6.827758e+01 3.804844e-23 1.059286e-23 7.817323e-24 1.181239e-23 7.029737e-24 6.489231e-24 5.383861e-24
6.843502e+01 3.786537e-23 1.056796e-23 7.807613e-24 1.180436e-23 7.024152e-24 6.482765e-24 5.377809e-24
6.859284e+01 3.768428e-23 1.054329e-23 7.798017e-24 1.179639e-23 7.018592e-24 6.476327e-24 5.371819e-24
6.875101e+01 3.750515e-23 1.051885e-23 7.788534e-24 1.178850e-23 7.013059e-24 6.469917e-24 5.365880e-24
6.890955e+01 3.732795e-23 1.049463e-23 7.779162e-24 1.178067e-23 7.007552e-24 6.463533e-24 5.359992e-24
6.906846e+01 3.715267e-23 1.047065e-23 7.769901e-24 1.177290e-23 7.002071e-24 6.457178e-24 5.354152e-24
6.922773e+01 3.697930e-23 1.044688e-23 7.760749e-24 1.176521e-23 6.996615e-24 6.450849e-24 5.348359e-24
6.938737e+01 3.680781e-23 1.042335e-23 7.751707e-24 1.175758e-23 6.991184e-24 6.444547e-24 5.342621e-24
6.954738e+01 3.663818e-23 1.040003e-23 7.742772e-24 1.175001e-23 6.985777e-24 6.438271e-24 5.336921e-24
6.970776e+01 3.647040e-23 1.037693e-23 7.733944e-24 1.174251e-23 6.980396e-24 6.432022e-24 5.331272e-24
6.986850e+01 3.630445e-23 1.035405e-23 7.725223e-24 1.173506e-23 6.975039e-24 6.425799e-24 5.325670e-24
7.002962e+01 3.614031e-23 1.033139e-23 7.716606e-24 1.172769e-23 6.969706e-24 6.419602e-24 5.320119e-24
7.019111e+01 3.597796e-23 1.030894e-23 7.708094e-24 1.172037e-23 6.964397e-24 6.413430e-24 5.314610e-24
7.035297e+01 3.581739e-23 1.028671e-23 7.699685e-24 1.171311e-23 6.959112e-24 6.407284e-24 5.309141e-24
7.051520e+01 3.565857e-23 1.026468e-23 7.691379e-24 1.170592e-23 6.953850e-24 6.401164e-24 5.303720e-24
7.067781e+01 3.550149e-23 1.024287e-23 7.683174e-24 1.169878e-23 6.948612e-24 6.395068e-24 5.298350e-24
7.084079e+01 3.534614e-23 1.022127e-23 7.675070e-24 1.169171e-23 6.943397e-24 6.388998e-24 5.293020e-24
7.100415e+01 3.519249e-23 1.019988e-23 7.667066e-24 1.168469e-23 6.938204e-24 6.382953e-24 5.287731e-24
7.116789e+01 3.504054e-23 1.017869e-23 7.659162e-24 1.167773e-23 6.933035e-24 6.376931e-24 5.282490e-24
7.133200e+01 3.489025e-23 1.015771e-23 7.651355e-24 1.167082e-23 6.927887e-24 6.370935e-24 5.277280e-24
7.149650e+01 3.474163e-23 1.013693e-23 7.643646e-24 1.166397e-23 6.922763e-24 6.364962e-24 5.272120e-24
7.166137e+01 3.459464e-23 1.011635e-23 7.636035e-24 1.165718e-23 6.917660e-24 6.359014e-24 5.267001e-24
7.182662e+01 3.444927e-23 1.009597e-23 7.628518e-24 1.165045e-23 6.912579e-24 6.353089e-24 5.261929e-24
7.199225e+01 3.430551e-23 1.007580e-23 7.621098e-24 1.164376e-23 6.907519e-24 6.347188e-24 5.256891e-24
7.215827e+01 3.416335e-23 1.005582e-23 7.613771e-24 1.163713e-23 6.902482e-24 6.341311e-24 5.251891e-24
7.232466e+01 3.402276e-23 1.003604e-23 7.606539e-24 1.163056e-23 6.897465e-24 6.335457e-24 5.246931e-24
7.249145e+01 3.388372e-23 1.001645e-23 7.599399e-24 1.162404e-23 6.892470e-24 6.329626e-24 5.242009e-24
7.265861e+01 3.374624e-23 9.997054e-24 7.592352e-24 1.161757e-23 6.887495e-24 6.323818e-24 5.237130e-24
7.282616e+01 3.361028e-23 9.977852e-24 7.585396e-24 1.161115e-23 6.882541e-24 6.318033e-24 5.232291e-24
7.299410e+01 3.347583e-23 9.958842e-24 7.578531e-24 1.160478e-23 6.877608e-24 6.312270e-24 5.227480e-24
7.316243e+01 3.334288e-23 9.940021e-24 7.571756e-24 1.159847e-23 6.872695e-24 6.306530e-24 5.222709e-24
7.333114e+01 3.321141e-23 9.921389e-24 7.565070e-24 1.159220e-23 6.867803e-24 6.300812e-24 5.217979e-24
7.350024e+01 3.308141e-23 9.902944e-24 7.558473e-24 1.158598e-23 6.862930e-24 6.295117e-24 5.213289e-24
7.366973e+01 3.295287e-23 9.884685e-24 7.551964e-24 1.157982e-23 6.858078e-24 6.289443e-24 5.208629e-24
7.383962e+01 3.282576e-23 9.866611e-24 7.545542e-24 1.157370e-23 6.853245e-24 6.283792e-24 5.204000e-24
7.400989e+01 3.270007e-23 9.848720e-24 7.539207e-24 1.156763e-23 6.848431e-24 6.278162e-24 5.199420e-24
7.418056e+01 3.257579e-23 9.831012e-24 7.532958e-24 1.156160e-23 6.843637e-24 6.272553e-24 5.194861e-24
7.435162e+01 3.245291e-23 9.813485e-24 7.526794e-24 1.155562e-23 6.838862e-24 6.266966e-24 5.190340e-24
7.452307e+01 3.233141e-23 9.796137e-24 7.520715e-24 1.154969e-23 6.834106e-24 6.261400e-24 5.185851e-24
7.469492e+01 3.221127e-23 9.778968e-24 7.514720e-24 1.154381e-23 6.829369e-24 6.255855e-24 5.181399e-24
7.486717e+01 3.209249e-23 9.761976e-24 7.508808e-24 1.153797e-23 6.824651e-24 6.250331e-24 5.176981e-24
7.503982e+01 3.197504e-23 9.745160e-24 7.502979e-24 1.153217e-23 6.819951e-24 6.244828e-24 5.172590e-24
7.521286e+01 3.185892e-23 9.728519e-24 7.497233e-24 1.152643e-23 6.815270e-24 6.239346e-24 5.168241e-24
7.538630e+01 3.174411e-23 9.712052e-24 7.491568e-24 1.152072e-23 6.810607e-24 6.233884e-24 5.163920e-24
7.556014e+01 3.163060e-23 9.695758e-24 7.485984e-24 1.151506e-23 6.805962e-24 6.228442e-24 5.159619e-24
7.573438e+01 3.151837e-23 9.679635e-24 7.480480e-24 1.150944e-23 6.801336e-24 6.223021e-24 5.155360e-24
7.590903e+01 3.140741e-23 9.663683e-24 7.475056e-24 1.150386e-23 6.796727e-24 6.217619e-24 5.151129e-24
7.608407e+01 3.129771e-23 9.647900e-24 7.469712e-24 1.149833e-23 6.792135e-24 6.212238e-24 5.146931e-24
7.625952e+01 3.118926e-23 9.632285e-24 7.464446e-24 1.149284e-23 6.787562e-24 6.206876e-24 5.142759e-24
7.643538e+01 3.108203e-23 9.616837e-24 7.459258e-24 1.148739e-23 6.783005e-24 6.201534e-24 5.138620e-24
7.661164e+01 3.097603e-23 9.601555e-24 7.454148e-24 1.148198e-23 6.778466e-24 6.196212e-24 5.134509e-24
7.678831e+01 3.087123e-23 9.586438e-24 7.449115e-24 1.147661e-23 6.773944e-24 6.190908e-24 5.130420e-24
7.696538e+01 3.076762e-23 9.571485e-24 7.444159e-24 1.147128e-23 6.769440e-24 6.185624e-24 5.126370e-24
7.714287e+01 3.066520e-23 9.556694e-24 7.439278e-24 1.146599e-23 6.764952e-24 6.180360e-24 5.122341e-24
7.732076e+01 3.056394e-23 9.542065e-24 7.434473e-24 1.146074e-23 6.760480e-24 6.175114e-24 5.118341e-24
7.749906e+01 3.046384e-23 9.527597e-24 7.429743e-24 1.145553e-23 6.756026e-24 6.169887e-24 5.114371e-24
7.767777e+01 3.036488e-23 9.513288e-24 7.425088e-24 1.145036e-23 6.751588e-24 6.164679e-24 5.110421e-24
7.785690e+01 3.026706e-23 9.499138e-24 7.420506e-24 1.144522e-23 6.747166e-24 6.159490e-24 5.106500e-24
7.803644e+01 3.017036e-23 9.485145e-24 7.415998e-24 1.144013e-23 6.742761e-24 6.154319e-24 5.102609e-24
7.821639e+01 3.007476e-23 9.471308e-24 7.411562e-24 1.143507e-23 6.738371e-24 6.149166e-24 5.098740e-24
7.839676e+01 2.998026e-23 9.457627e-24 7.407199e-24 1.143005e-23 6.733998e-24 6.144032e-24 5.094901e-24
7.857754e+01 2.988685e-23 9.444101e-24 7.402908e-24 1.142506e-23 6.729641e-24 6.138916e-24 5.091079e-24
7.875874e+01 2.979451e-23 9.430728e-24 7.398689e-24 1.142011e-23 6.725299e-24 6.133817e-24 5.087289e-24
7.894036e+01 2.970323e-23 9.417507e-24 7.394540e-24 1.141520e-23 6.720973e-24 6.128737e-24 5.083521e-24
7.912240e+01 2.961301e-23 9.404438e-24 7.390462e-24 1.141032e-23 6.716663e-24 6.123675e-24 5.079780e-24
7.930485e+01 2.952382e-23 9.391520e-24 7.386454e-24 1.140548e-23 6.712368e-24 6.118630e-24 5.076061e-24
7.948773e+01 2.943566e-23 9.378751e-24 7.382516e-24 1.140067e-23 6.708088e-24 6.113603e-24 5.072369e-24
7.967103e+01 2.934853e-23 9.366131e-24 7.378648e-24 1.139590e-23 6.703823e-24 6.108593e-24 5.068689e-24
7.985475e+01 2.926239e-23 9.353658e-24 7.374847e-24 1.139116e-23 6.699574e-24 6.103600e-24 5.065041e-24
8.003890e+01 2.917726e-23 9.341333e-24 7.371116e-24 1.138646e-23 6.695340e-24 6.098625e-24 5.061420e-24
8.022347e+01 2.909311e-23 9.329153e-24 7.367452e-24 1.138179e-23 6.691120e-24 6.093667e-24 5.057811e-24
8.040846e+01 2.900993e-23 9.317118e-24 7.363856e-24 1.137715e-23 6.686915e-24 6.088726e-24 5.054231e-24
8.059389e+01 2.892772e-23 9.305227e-24 7.360326e-24 1.137254e-23 6.682725e-24 6.083802e-24 5.050670e-24
8.077974e+01 2.884647e-23 9.293479e-24 7.356864e-24 1.136797e-23 6.678550e-24 6.078894e-24 5.047129e-24
8.096602e+01 2.876615e-23 9.281874e-24 7.353468e-24 1.136343e-23 6.674389e-24 6.074004e-24 5.043610e-24
8.115272e+01 2.868677e-23 9.270410e-24 7.350137e-24 1.135892e-23 6.670242e-24 6.069129e-24 5.040110e-24
8.133986e+01 2.860832e-23 9.259086e-24 7.346872e-24 1.135445e-23 6.666110e-24 6.064272e-24 5.036631e-24
8.152743e+01 2.853078e-23 9.247902e-24 7.343673e-24 1.135000e-23 6.661991e-24 6.059430e-24 5.033179e-24
8.171544e+01 2.845414e-23 9.236857e-24 7.340538e-24 1.134559e-23 6.657887e-24 6.054605e-24 5.029739e-24
8.190387e+01 2.837840e-23 9.225950e-24 7.337467e-24 1.134121e-23 6.653797e-24 6.049796e-24 5.026321e-24
8.209274e+01 2.830354e-23 9.215179e-24 7.334460e-24 1.133685e-23 6.649721e-24 6.045004e-24 5.022919e-24
8.228205e+01 2.822956e-23 9.204545e-24 7.331517e-24 1.133253e-23 6.645659e-24 6.040227e-24 5.019539e-24
8.247179e+01 2.815644e-23 9.194047e-24 7.328637e-24 1.132824e-23 6.641610e-24 6.035466e-24 5.016180e-24
8.266197e+01 2.808418e-23 9.183683e-24 7.325820e-24 1.132397e-23 6.637575e-24 6.030721e-24 5.012840e-24
8.285259e+01 2.801276e-23 9.173453e-24 7.323066e-24 1.131974e-23 6.633553e-24 6.025992e-24 5.009510e-24
8.304365e+01 2.794218e-23 9.163355e-24 7.320374e-24 1.131553e-23 6.629545e-24 6.021278e-24 5.006211e-24
8.323515e+01 2.787243e-23 9.153390e-24 7.317743e-24 1.131136e-23 6.625550e-24 6.016580e-24 5.002921e-24
8.342709e+01 2.780350e-23 9.143556e-24 7.315174e-24 1.130721e-23 6.621569e-24 6.011897e-24 4.999650e-24
8.361947e+01 2.773538e-23 9.133853e-24 7.312667e-24 1.130309e-23 6.617600e-24 6.007229e-24 4.996390e-24
8.381230e+01 2.766807e-23 9.124279e-24 7.310220e-24 1.129900e-23 6.613645e-24 6.002577e-24 4.993160e-24
8.400557e+01 2.760154e-23 9.114835e-24 7.307833e-24 1.129494e-23 6.609703e-24 5.997940e-24 4.989940e-24
8.419929e+01 2.753580e-23 9.105518e-24 7.305507e-24 1.129090e-23 6.605773e-24 5.993317e-24 4.986730e-24
8.439346e+01 2.747083e-23 9.096329e-24 7.303241e-24 1.128689e-23 6.601857e-24 5.988710e-24 4.983541e-24
8.458807e+01 2.740664e-23 9.087267e-24 7.301034e-24 1.128291e-23 6.597953e-24 5.984118e-24 4.980371e-24
8.478313e+01 2.734320e-23 9.078331e-24 7.298887e-24 1.127895e-23 6.594062e-24 5.979540e-24 4.977210e-24
8.497864e+01 2.728051e-23 9.069520e-24 7.296798e-24 1.127502e-23 6.590184e-24 5.974978e-24 4.974069e-24
8.517460e+01 2.721856e-23 9.060834e-24 7.294768e-24 1.127112e-23 6.586318e-24 5.970429e-24 4.970950e-24
8.537101e+01 2.715735e-23 9.052271e-24 7.292797e-24 1.126725e-23 6.582464e-24 5.965896e-24 4.967830e-24
8.556788e+01 2.709686e-23 9.043831e-24 7.290883e-24 1.126339e-23 6.578623e-24 5.961377e-24 4.964740e-24
8.576520e+01 2.703709e-23 9.035514e-24 7.289028e-24 1.125957e-23 6.574794e-24 5.956872e-24 4.961660e-24
8.596298e+01 2.697804e-23 9.027318e-24 7.287230e-24 1.125577e-23 6.570978e-24 5.952381e-24 4.958590e-24
8.616121e+01 2.691968e-23 9.019243e-24 7.285489e-24 1.125199e-23 6.567173e-24 5.947905e-24 4.955530e-24
8.635989e+01 2.686202e-23 9.011288e-24 7.283805e-24 1.124824e-23 6.563381e-24 5.943443e-24 4.952490e-24
8.655904e+01 2.680504e-23 9.003453e-24 7.282177e-24 1.124452e-23 6.559601e-24 5.938995e-24 4.949469e-24
8.675865e+01 2.674875e-23 8.995737e-24 7.280606e-24 1.124082e-23 6.555832e-24 5.934560e-24 4.946449e-24
8.695871e+01 2.669312e-23 8.988139e-24 7.279092e-24 1.123714e-23 6.552076e-24 5.930140e-24 4.943450e-24
8.715924e+01 2.663816e-23 8.980658e-24 7.277633e-24 1.123349e-23 6.548331e-24 5.925734e-24 4.940459e-24
8.736023e+01 2.658386e-23 8.973294e-24 7.276230e-24 1.122986e-23 6.544598e-24 5.921341e-24 4.937490e-24
8.756168e+01 2.653021e-23 8.966046e-24 7.274882e-24 1.122625e-23 6.540877e-24 5.916962e-24 4.934530e-24
8.776360e+01 2.647720e-23 8.958914e-24 7.273589e-24 1.122267e-23 6.537167e-24 5.912596e-24 4.931570e-24
8.796599e+01 2.642482e-23 8.951897e-24 7.272351e-24 1.121911e-23 6.533469e-24 5.908244e-24 4.928640e-24
8.816884e+01 2.637308e-23 8.944993e-24 7.271168e-24 1.121557e-23 6.529782e-24 5.903906e-24 4.925709e-24
8.837215e+01 2.632195e-23 8.938203e-24 7.270039e-24 1.121206e-23 6.526107e-24 5.899580e-24 4.922791e-24
8.857594e+01 2.627144e-23 8.931527e-24 7.268965e-24 1.120857e-23 6.522443e-24 5.895269e-24 4.919889e-24
8.878020e+01 2.622154e-23 8.924962e-24 7.267944e-24 1.120510e-23 6.518790e-24 5.890970e-24 4.917000e-24
8.898493e+01 2.617224e-23 8.918509e-24 7.266977e-24 1.120166e-23 6.515148e-24 5.886685e-24 4.914110e-24
8.919012e+01 2.612353e-23 8.912167e-24 7.266064e-24 1.119823e-23 6.511518e-24 5.882412e-24 4.911240e-24
8.939580e+01 2.607542e-23 8.905936e-24 7.265203e-24 1.119483e-23 6.507899e-24 5.878153e-24 4.908380e-24
8.960195e+01 2.602788e-23 8.899814e-24 7.264396e-24 1.119145e-23 6.504290e-24 5.873906e-24 4.905529e-24
8.980857e+01 2.598092e-23 8.893802e-24 7.263642e-24 1.118809e-23 6.500693e-24 5.869673e-24 4.902690e-24
9.001567e+01 2.593452e-23 8.887898e-24 7.262940e-24 1.118475e-23 6.497107e-24 5.865452e-24 4.899860e-24
